iter	RMSE
592	2.237147265
593	2.236251908
594	2.234830916
595	2.233618547
596	2.231725477
597	2.230064326
598	2.227890284
599	2.227660228
600	2.226589579
601	2.22379745
602	2.222244287
603	2.219002913
604	2.216424621
605	2.214366813
606	2.21298008
607	2.211295035
608	2.209554845
609	2.206571132
610	2.205432237
611	2.204516109
612	2.202872759
613	2.201685231
614	2.200187409
615	2.19887863
616	2.196768834
617	2.195903531
618	2.194346184
619	2.193235694
620	2.190534018
621	2.187440016
622	2.186180298
623	2.18453481
624	2.183361945
625	2.182508969
626	2.179559621
627	2.17813558
628	2.176323996
629	2.1748203
630	2.172747687
631	2.171854503
632	2.171538643
633	2.168708545
634	2.167750837
635	2.16678908
636	2.165714877
637	2.16476678
638	2.16408808
639	2.162753306
640	2.161448873
641	2.160753699
642	2.159449415
643	2.1583418
644	2.157481156
645	2.157263793
646	2.156009855
647	2.155227624
648	2.154134369
649	2.152183418
650	2.151118041
651	2.150997096
652	2.1496676
653	2.148082089
654	2.145446124
655	2.143693095
656	2.143556365
657	2.142282422
658	2.139932085
659	2.138673261
660	2.136160662
661	2.135400837
662	2.134384057
663	2.132461634
664	2.130639208
665	2.129590454
666	2.128991193
667	2.127949473
668	2.127045446
669	2.126051055
670	2.124209398
671	2.122896495
672	2.121165393
673	2.119432814
674	2.117948494
675	2.117074478
676	2.116583593
677	2.115325659
678	2.114116127
679	2.112388675
680	2.112143458
681	2.110255513
682	2.11001262
683	2.109904072
684	2.106767288
685	2.105935199
686	2.104286144
687	2.099928829
688	2.098326209
689	2.095754735
690	2.09453296
691	2.093297765
692	2.091729505
693	2.090828365
694	2.08953016
695	2.087036375
696	2.083279577
697	2.081581259
698	2.079443168
699	2.079339831
700	2.07845951
701	2.077618169
702	2.076565055
703	2.075680609
704	2.07213522
705	2.0719898
706	2.070476019
707	2.068239066
708	2.067274464
709	2.066604761
710	2.065552134
711	2.065321374
712	2.06398533
713	2.063178498
714	2.063080791
715	2.060195256
716	2.056821816
717	2.054781468
718	2.054433193
719	2.052193439
720	2.05143306
721	2.050153404
722	2.049127465
723	2.048265742
724	2.047026701
725	2.045199196
726	2.043089971
727	2.042834637
728	2.04117029
729	2.039719827
730	2.038952707
731	2.037961096
732	2.036946447
733	2.034623548
734	2.032356582
735	2.031033579
736	2.029758486
737	2.028303224
738	2.02630128
739	2.024912345
740	2.024471551
741	2.023494553
742	2.021495668
743	2.020429016
744	2.01895018
745	2.018785936
746	2.017608865
747	2.016388761
748	2.015273995
749	2.01238166
750	2.011645847
751	2.009638496
752	2.009475078
753	2.009103004
754	2.004223482
755	2.003438856
756	2.002061854
757	2.001106695
758	2.000201195
759	1.998835528
760	1.997657146
761	1.997504423
762	1.996384794
763	1.995586264
764	1.994278067
765	1.993438552
766	1.991889182
767	1.989801496
768	1.988474182
769	1.987380326
770	1.986355338
771	1.985127221
772	1.983851134
773	1.98286702
774	1.981986227
775	1.980744855
776	1.979679694
777	1.979042847
778	1.978322607
779	1.977013351
780	1.975575194
781	1.973691372
782	1.972495018
783	1.971151487
784	1.969250377
785	1.968839083
786	1.967775432
787	1.965752861
788	1.964255332
789	1.964061218
790	1.963041137
791	1.96227428
792	1.96126075
793	1.960286649
794	1.960144896
795	1.959799938
796	1.95919245
797	1.958452971
798	1.957506859
799	1.956029594
800	1.952288533
801	1.952182557
802	1.951993941
803	1.949543349
804	1.946854496
805	1.946683083
806	1.946582719
807	1.945677503
808	1.945040962
809	1.944402166
810	1.943608811
811	1.941057585
812	1.940093271
813	1.939924445
814	1.938746897
815	1.937994694
816	1.937484841
817	1.936795235
818	1.935705274
819	1.933269042
820	1.932120305
821	1.931315701
822	1.930549242
823	1.929607768
824	1.928853628
825	1.928179932
826	1.927292196
827	1.924504835
828	1.924159754
829	1.923375518
830	1.92324696
831	1.922338008
832	1.921483382
833	1.91791141
834	1.917428672
835	1.916770126
836	1.915447183
837	1.911362938
838	1.910260013
839	1.903718138
840	1.898889037
841	1.897821194
842	1.896466893
843	1.895652907
844	1.894821919
845	1.894660248
846	1.893628992
847	1.892586069
848	1.891943602
849	1.891154321
850	1.89052481
851	1.889706344
852	1.88962559
853	1.888492979
854	1.887608037
855	1.8875149
856	1.886415761
857	1.885130422
858	1.883625661
859	1.87823046
860	1.8775047
861	1.877436665
862	1.876277332
863	1.875683246
864	1.875018818
865	1.874057444
866	1.87298133
867	1.86916518
868	1.868844568
869	1.867757699
870	1.864679414
871	1.862402567
872	1.86146252
873	1.860848503
874	1.859808502
875	1.858802247
876	1.857108927
877	1.855563628
878	1.854598977
879	1.854053264
880	1.853335435
881	1.85202848
882	1.851290457
883	1.84913569
884	1.848114812
885	1.847537721
886	1.846064503
887	1.845361577
888	1.844427623
889	1.843088952
890	1.842399502
891	1.841722907
892	1.840907355
893	1.838494472
894	1.838403271
895	1.836552938
896	1.836029638
897	1.835278657
898	1.835190015
899	1.834539008
900	1.83221868
901	1.830821357
902	1.830000419
903	1.82930875
904	1.829157337
905	1.829014109
906	1.82811136
907	1.824442681
908	1.824025482
909	1.823034757
910	1.821980328
911	1.821307468
912	1.820692618
913	1.817604762
914	1.81642115
915	1.816380679
916	1.81605393
917	1.813242133
918	1.810563095
919	1.809804049
920	1.808917836
921	1.808297531
922	1.807562527
923	1.807429521
924	1.806849943
925	1.805872911
926	1.805124781
927	1.804490809
928	1.803990512
929	1.803613608
930	1.802673625
931	1.801908837
932	1.801829642
933	1.801074688
934	1.800947336
935	1.800183487
936	1.800146449
937	1.79962062
938	1.798830877
939	1.797987026
940	1.797161517
941	1.7955278
942	1.794752868
943	1.791566894
944	1.788535447
945	1.787656292
946	1.78713829
947	1.786390127
948	1.785486975
949	1.783428282
950	1.782742487
951	1.782307939
952	1.781794281
953	1.780827392
954	1.780132119
955	1.779084065
956	1.777426976
957	1.777329644
958	1.776941295
959	1.776540258
960	1.775521302
961	1.774950614
962	1.770189088
963	1.769542833
964	1.767972069
965	1.767376263
966	1.766829285
967	1.766755992
968	1.766222465
969	1.76569503
970	1.764726101
971	1.764513829
972	1.76207168
973	1.761528734
974	1.760433722
975	1.759991225
976	1.758872079
977	1.75813598
978	1.757751378
979	1.7571956
980	1.756637036
981	1.756247858
982	1.755570681
983	1.754844586
984	1.75413454
985	1.754014666
986	1.753899849
987	1.752838922
988	1.751792107
989	1.750996715
990	1.750427715
991	1.750221146
992	1.74943046
993	1.74509122
994	1.742726072
995	1.741914015
996	1.740559784
997	1.739497407
998	1.738863171
999	1.738778097
